annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction
ANO001012,,Terrain 307m² Targa,Marrakech,Targa,Terrain,Vente,505311.79,307.08,0.0,0.0,,2013.0
ANO000170,2024-01-26,Bureau 121m² Centre,Kenitra,Centre,Bureau,Vente,854403.69,121.94,0.0,0.0,7.0,2003.0
ANO000953,2023-04-08,Beau Terrain Casablanca,Casablanca,Hay Mohammadi,Terrain,Vente,584624.33,272.34,0.0,0.0,,2017.0
ANO000293,2024-08-29,Villa moderne Tétouan,Tétouan,Centre,Villa,Location,7764.78,267.9,,2.0,0.0,2009.0
ANO001441,2023-11-28,Appartement 82m² Ville Nouvelle,Fès,Ville Nouvelle,Appartement,Vente,1992050.55,82.32,2.0,2.0,6.0,2018.0
ANO000562,2023-06-24,Beau Appartement Casablanca,Casablanca,,Appartement,Vente,2129743.71,55.52,3.0,,,2017.0
ANO001226,2024-02-11,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,558744.89,86.83,3.0,1.0,2.0,2008.0
ANO001392,2024-05-14,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,434050.44,80.62,1.0,1.0,3.0,2013.0
ANO000835,2023-04-26,Bureau 95m² Fès,Fès,,Bureau,Vente,1067476.65,95.51,0.0,0.0,8.0,1983.0
ANO001269,2024-03-04,Bureau moderne Meknès,Meknès,Hamria,Bureau,Vente,842884.99,140.54,0.0,0.0,0.0,2010.0
ANO000444,2024-10-21,Appartement moderne Casablanca,Casablanca,Anfa,Appartement,Location,8959.89,123.27,25.0,13.0,1.0,
ANO001275,2023-01-03,Beau Villa Meknès,Meknès,Hamria,Villa,Vente,2177553.48,264.6,4.0,2.0,0.0,2004.0
ANO001404,2024-10-25,Appartement 78m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,414873.52,78.59,2.0,1.0,6.0,2005.0
ANO000573,2023-03-28,Villa à vente - Kenitra,Kenitra,Centre,Villa,Vente,2365990.17,265.24,4.0,3.0,0.0,2015.0
ANO000420,2024-01-26,Terrain 215m² Hay Essalam,Kenitra,Hay Essalam,Terrain,Vente,925705.7,215.4,0.0,0.0,0.0,
ANO000366,2024-09-12,Villa moderne Marrakech,Marrakech,,Villa,Location,23515.7,256.29,3.0,2.0,0.0,1994.0
ANO001427,2024-06-28,Appartement moderne Tétouan,TÉTOUAN,Centre,Appartement,Location,7891.0,94.1,1.0,1.0,0.0,2024.0
ANO000931,2024-11-09,Appartement 71m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,2238011.79,71.06,1.0,1.0,7.0,2006.0
ANO001173,,Villa à vente - Oujda,Oujda,,Villa,Vente,1802221.47,283.95,5.0,2.0,0.0,2020.0
ANO000413,2023-06-24,Appartement 71m² Hivernage,Marrakech,Hivernage,Appartement,Vente,2671080.33,71.16,2.0,1.0,5.0,2014.0
ANO000316,2024-03-26,Duplex 73m² Hay Riad,Rabat,Hay Riad,Duplex,Vente,1157949.14,73.72,3.0,2.0,1.0,1989.0
ANO001062,2023-10-25,Appartement moderne Tanger,Tanger,,Appartement,Location,2041.22,65.5,2.0,1.0,0.0,2020.0
ANO001233,2023-02-20,Beau Terrain Meknès,Meknès,Ville Nouvelle,Terrain,Vente,628476.19,339.91,0.0,0.0,0.0,2017.0
ANO000643,2023-01-26,Villa 227m² Oujda,OUJDA,,Villa,Vente,934856.24,227.12,5.0,2.0,,
ANO001135,,Terrain moderne Kenitra,Kenitra,,Terrain,Location,3434.58,288.14,0.0,0.0,0.0,2013.0
ANO000490,2024-07-04,Appartement 55m² Maarif,Casablanca,Maarif,Appartement,Location,2389.44,55.1,2.0,2.0,1.0,2006.0
ANO000672,,Villa à vente - Marrakech,Marrakech,Hivernage,Villa,Vente,4590145.35,316.36,5.0,,0.0,2008.0
ANO000867,,Appartement 72m² Centre,Agadir,Centre,Appartement,Vente,2480031.58,72.7,2.0,2.0,,1994.0
ANO001473,2023-09-18,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,2104826.72,36.26,3.0,2.0,6.0,
ANO000449,,Bureau à vente - Marrakech,Marrakech,Medina,Bureau,Vente,1579821.65,60.6,0.0,0.0,3.0,1989.0
ANO001025,2023-05-06,Appartement 125m² Zouagha,Fès,Zouagha,Appartement,Location,8323.73,125.8,4.0,3.0,5.0,1989.0
ANO000728,2023-07-01,Villa 235m² Centre,Kenitra,Centre,Villa,Vente,5463831.87,235.57,3.0,2.0,0.0,
ANO000069,2023-12-11,Beau Appartement Tétouan,tétouan,Centre,Appartement,Location,5795.73,61.55,2.0,1.0,8.0,2014.0
ANO001189,,Beau Appartement Tétouan,Tétouan,M'diq,Appartement,Vente,2383354.33,86.29,2.0,2.0,,2011.0
ANO001053,2024-04-17,Appartement 87m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,1505029.34,87.74,,1.0,2.0,2020.0
ANO000056,2024-10-28,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Location,2398.13,105.55,3.0,2.0,3.0,2024.0
ANO000880,2023-05-02,Bureau à location - Casablanca,Casablanca,Bourgogne,Bureau,Location,6306.1,78.7,0.0,0.0,4.0,2005.0
ANO001328,2024-09-04,Beau Bureau Agadir,Agadir,Centre,Bureau,Vente,1856245.83,246.08,0.0,0.0,8.0,2001.0
ANO000328,2023-09-02,Terrain à vente - Rabat,RABAT,Hassan,Terrain,Vente,927637.27,183.96,0.0,0.0,0.0,1999.0
ANO000048,2023-05-21,Appartement 44m² Rabat,Rabat,,Appartement,Location,2827.43,44.81,4.0,3.0,0.0,2002.0
ANO001030,2024-09-13,Terrain 65m² Maarif,Casablanca,Maarif,Terrain,Vente,1165691.24,65.87,0.0,0.0,0.0,
ANO001096,2024-05-12,Beau Bureau Meknès,Meknès,Hamria,,Vente,1801367.93,106.8,,0.0,,2008.0
ANO000158,2024-08-26,Terrain 118m² Tanger,Tanger,,Terrain,Vente,109423.65,118.18,0.0,0.0,0.0,2020.0
ANO001050,2023-07-07,Appartement à location - Fès,Fès,,Appartement,Location,1858.16,82.23,2.0,1.0,3.0,1986.0
ANO000383,2023-01-09,Beau Appartement Kenitra,Kenitra,,Appartement,Vente,1561489.97,49.0,2.0,1.0,4.0,2022.0
ANO000357,2023-12-09,Beau Duplex Marrakech,MARRAKECH,Targa,Duplex,Location,320000.0,167.33,3.0,2.0,,2009.0
ANO001198,2024-01-28,Appartement 142m² Centre,Kenitra,Centre,Appartement,Vente,2241648.36,142.59,3.0,1.0,3.0,1998.0
ANO000571,,Bureau moderne Rabat,Rabat,Hay Riad,Bureau,Location,6571.33,115.18,0.0,0.0,7.0,1967.0
ANO000461,2023-12-12,Appartement moderne Oujda,Oujda,,Appartement,Vente,631351.1,72.8,2.0,2.0,5.0,2024.0
ANO001478,2024-04-16,Beau Appartement Rabat,Rabat,Souissi,Appartement,Vente,282343.84,90.67,3.0,2.0,1.0,1991.0
ANO000025,2023-05-22,Villa moderne Marrakech,Marrakech,Hivernage,Villa,Vente,2182086.98,375.17,4.0,2.0,0.0,1989.0
ANO000038,2024-11-21,Duplex 153m² Centre,Tétouan,Centre,Duplex,Vente,1784091.67,153.01,3.0,2.0,4.0,2024.0
ANO000801,2024-11-16,Beau Villa Agadir,Agadir,Centre,Villa,Vente,1839131.22,264.15,5.0,2.0,0.0,2005.0
ANO001415,2024-12-20,Terrain moderne Fès,Fès,Ville Nouvelle,Terrain,Location,2492.13,383.84,0.0,0.0,,2000.0
ANO001131,2023-11-18,Duplex à location - Fès,Fès,Ville Nouvelle,Duplex,Location,3415.21,109.86,,1.0,7.0,1998.0
ANO001022,2023-11-02,Appartement 47m² Gueliz,Marrakech,Gueliz,Appartement,Vente,486480.15,47.14,3.0,2.0,6.0,2012.0
ANO000397,2024-08-05,Appartement 60m² Oujda,Oujda,,Appartement,Vente,616006.25,60.79,3.0,2.0,3.0,2010.0
ANO000939,2024-02-02,Appartement moderne Agadir,Agadir,,Appartement,Vente,2733022.82,105.35,2.0,2.0,3.0,2013.0
ANO000849,2023-03-03,Beau Appartement Casablanca,Casablanca,Maarif,Appartement,,2970686.59,95.82,2.0,1.0,0.0,1979.0
ANO000498,2024-07-12,Appartement à vente - Agadir,Agadir,Centre,Appartement,Vente,856983.91,70.89,3.0,2.0,,2011.0
ANO000714,2024-05-09,Bureau moderne Rabat,Rabat,Hassan,Bureau,Vente,612989.89,126.59,0.0,0.0,5.0,2000.0
ANO000984,2024-10-03,Villa à location - Casablanca,Casablanca,Bourgogne,Villa,Location,5539.05,346.48,4.0,3.0,0.0,2011.0
ANO001265,2023-02-27,Villa à location - Tanger,Tanger,Centre Ville,Villa,Location,9314.4,230.75,4.0,2.0,,2010.0
ANO000226,2024-01-23,Villa moderne Tanger,Tanger,,Villa,Vente,4833274.97,161.15,4.0,3.0,0.0,2024.0
ANO000288,2023-01-15,Terrain à vente - Marrakech,Marrakech,Medina,Terrain,Vente,345276.77,485.7,,0.0,0.0,2024.0
ANO000804,2023-05-13,Bureau à vente - Fès,Fès,Medina,Bureau,Vente,740694.68,152.75,0.0,0.0,2.0,
ANO001132,2024-12-30,Appartement 134m² Meknès,Meknès,,Appartement,Vente,540920.13,134.31,3.0,2.0,2.0,
ANO000975,2024-10-15,Terrain moderne Casablanca,Casablanca,Hay Mohammadi,Terrain,Location,2966.36,292.3,0.0,,0.0,2001.0
ANO000431,2024-03-11,Villa moderne Marrakech,Marrakech,Gueliz,Villa,Vente,6582867.91,449.44,4.0,2.0,0.0,2009.0
ANO000640,2024-11-09,Beau Appartement Tanger,TANGER,Malabata,Appartement,Location,1901.99,80.8,3.0,2.0,1.0,2006.0
ANO000859,,Appartement à vente - Casablanca,Casa,,Appartement,Vente,864495.17,57.2,2.0,2.0,4.0,2021.0
ANO000687,2024-10-31,Villa 265m² Ain Diab,Casablanca,Ain Diab,Villa,Vente,6393841.99,265.49,4.0,2.0,0.0,2012.0
ANO000805,2023-11-09,Appartement moderne Tétouan,tétouan,,Appartement,Vente,415294.62,62.06,3.0,1.0,2.0,2018.0
ANO001448,2023-02-24,Villa 405m² Meknès,Meknès,,Villa,Vente,6287846.6,405.87,4.0,2.0,,
ANO000901,2023-05-10,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,2154723.41,112.27,4.0,3.0,2.0,2024.0
ANO001435,2024-03-15,Beau Appartement Fès,Fès,Zouagha,Appartement,Location,6441.41,102.59,,3.0,2.0,
ANO001324,2024-11-20,Villa à vente - Tanger,Tanger,Iberia,Villa,Vente,2845322.23,218.22,4.0,3.0,0.0,2001.0
ANO000198,2023-10-11,Bureau à vente - Fès,Fès,Zouagha,Bureau,Vente,1008937.02,139.16,0.0,0.0,2.0,
ANO001174,2024-02-16,Bureau moderne Tanger,Tanger,Iberia,Bureau,Location,1253.09,140.11,0.0,0.0,2.0,1990.0
ANO000385,2023-01-07,Villa 144m² Ville Nouvelle,fès,Ville Nouvelle,Villa,Vente,1880519.13,144.15,4.0,2.0,0.0,2024.0
ANO000070,2023-07-18,Appartement à vente - Fès,Fès,,Appartement,Vente,611654.31,97.88,3.0,1.0,5.0,2024.0
ANO000459,2023-04-23,Terrain moderne Casablanca,Casablanca,Hay Mohammadi,Terrain,Location,4965.4,274.88,0.0,0.0,0.0,1989.0
ANO000139,2024-08-10,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,2359.51,66.29,4.0,2.0,3.0,
ANO001471,2023-03-23,Beau Terrain Casablanca,Casablanca,Californie,Terrain,Vente,599496.44,292.67,0.0,0.0,0.0,1984.0
ANO000141,2023-07-20,Appartement moderne Kenitra,Kenitra,Centre,Appartement,Location,3189.16,128.88,20.0,10.0,4.0,
ANO000533,2024-02-23,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,624298.51,136.44,4.0,2.0,0.0,2010.0
ANO001144,2024-03-10,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,2750661.48,287.32,5.0,3.0,,2020.0
ANO000730,2024-09-21,Terrain à vente - Agadir,Agadir,Centre,Terrain,Vente,720004.3,248.49,0.0,0.0,0.0,2014.0
ANO001164,2024-10-07,Villa moderne Agadir,agadir,Centre,Villa,Vente,3603601.25,223.84,,3.0,0.0,2008.0
ANO001007,2023-03-30,Beau Appartement Casablanca,Casa,Bourgogne,Appartement,,1983.44,98.79,1.0,1.0,3.0,2018.0
ANO000676,2023-04-20,Bureau à location - Casablanca,Casablanca,Maarif,Bureau,Location,5094.16,192.02,0.0,0.0,,2018.0
ANO000337,2024-04-09,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,9679.28,71.62,1.0,,10.0,2020.0
ANO000574,2023-03-22,Appartement 97m² Zouagha,Fès,Zouagha,Appartement,Vente,1825805.45,97.83,3.0,2.0,8.0,
ANO001263,2023-07-02,Villa moderne Meknès,Meknès,Ville Nouvelle,Villa,Vente,6474537.48,179.18,5.0,2.0,0.0,2011.0
ANO001162,2024-12-08,Bureau 79m² Gueliz,Marrakech,Gueliz,Bureau,Vente,1174326.34,79.58,0.0,0.0,0.0,2005.0
ANO000395,2024-07-20,Beau Appartement Marrakech,Marrakech,,Appartement,Vente,660197.99,45.74,2.0,1.0,,2002.0
ANO001436,2024-03-29,Appartement 69m² Souissi,Rabat,Souissi,Appartement,Vente,1360851.15,69.25,2.0,1.0,2.0,2010.0
ANO001186,2023-03-26,Villa moderne Fès,Fès,Medina,Villa,Vente,2183859.69,301.24,4.0,2.0,,
ANO001086,2023-08-20,Appartement 62m² Meknès,Meknès,,Appartement,Vente,567770.73,62.97,2.0,1.0,2.0,2004.0
ANO000769,2024-03-14,Appartement à vente - Meknès,Meknès,,Appartement,Vente,789480.1,162.75,1.0,1.0,5.0,
ANO000938,2023-03-17,Appartement 128m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,473733.06,128.47,1.0,1.0,4.0,2007.0
ANO001353,2024-10-31,Appartement moderne Tanger,Tanger,,Appartement,Vente,725463.51,96.22,3.0,1.0,0.0,2017.0
ANO000516,2024-03-07,Appartement à vente - Agadir,Agadir,Talborjt,Appartement,Vente,2187509.7,60.04,3.0,1.0,5.0,2012.0
ANO000888,2024-10-24,Appartement à location - Tétouan,Tétouan,Centre,Appartement,Location,1770.37,99.93,20.0,10.0,2.0,2002.0
ANO000065,2024-01-29,Bureau 70m² Oujda,Oujda,,Bureau,Vente,1285637.5,70.17,0.0,0.0,,2011.0
ANO000282,2024-12-13,Beau Villa Marrakech,Marrakech,Targa,Villa,Vente,2391204.87,263.32,5.0,3.0,,2013.0
ANO000207,2024-08-12,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,Vente,2192403.69,90.6,2.0,1.0,,1988.0
ANO000167,2024-10-29,Bureau à location - Agadir,Agadir,Hay Mohammadi,Bureau,Location,3399.01,64.69,0.0,0.0,,2017.0
ANO000091,2023-08-01,Appartement 49m² Kenitra,Kenitra,,Appartement,Vente,2576509.32,49.1,2.0,2.0,3.0,2019.0
ANO000734,2024-12-13,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Location,8780.6,130.11,2.0,2.0,0.0,2008.0
ANO000165,2023-07-31,Bureau à location - Agadir,Agadir,Talborjt,Bureau,Location,4923.79,85.55,0.0,0.0,2.0,2022.0
ANO000667,2024-05-11,Terrain à vente - Fès,Fès,Medina,Terrain,Vente,751079.91,210.61,0.0,0.0,0.0,1989.0
ANO000959,2024-07-11,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Vente,546272.93,62.26,2.0,1.0,1.0,2002.0
ANO000626,2024-12-24,Appartement 70m² Zouagha,Fès,Zouagha,Appartement,Vente,2558273.52,70.95,1.0,1.0,5.0,1996.0
ANO001451,,Bureau 121m² Maarif,Casablanca,Maarif,Bureau,Vente,80000000.0,121.9,0.0,0.0,5.0,1996.0
ANO000711,2024-07-18,Appartement 85m² Centre,oujda,Centre,Appartement,Vente,2175390.3,85.49,1.0,1.0,0.0,2015.0
ANO000832,2024-06-04,Duplex 87m² Ain Diab,Casablanca,Ain Diab,Duplex,Location,10664.72,87.17,2.0,,5.0,2012.0
ANO000718,2023-12-11,Appartement à vente - Marrakech,Marrakech,,Appartement,Vente,749376.42,3000.0,2.0,1.0,10.0,2011.0
ANO000536,2024-07-06,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Location,1742.4,88.07,2.0,1.0,5.0,
ANO000002,2023-06-13,Appartement à location - Meknès,Meknès,Hamria,Appartement,Location,2931.05,79.15,2.0,1.0,4.0,2008.0
ANO000911,2024-07-25,Villa moderne Kenitra,Kenitra,Centre,Villa,Location,11261.75,384.8,6.0,4.0,0.0,2014.0
ANO000217,2024-12-06,Beau Villa Casablanca,CASABLANCA,,Villa,Vente,5653598.2,305.7,4.0,3.0,0.0,2024.0
ANO001372,2023-06-22,Villa à vente - Marrakech,Marrakech,Hivernage,Villa,Vente,3704307.89,12.0,3.0,1.0,0.0,2007.0
ANO000782,2023-02-18,Appartement 31m² Marrakech,Marrakech,,Appartement,Location,1947.5,31.17,2.0,1.0,1.0,2018.0
ANO000886,,Bureau moderne Kenitra,Kenitra,,Bureau,Vente,1541810.09,76.32,0.0,0.0,2.0,2017.0
ANO001018,2024-04-28,Villa à vente - Marrakech,Marrakech,Targa,Villa,Vente,1845279.5,226.92,5.0,3.0,0.0,2003.0
ANO001480,2024-06-26,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Vente,1890982.11,76.49,1.0,1.0,2.0,2014.0
ANO000060,2023-06-11,Appartement moderne Tétouan,TÉTOUAN,M'diq,Appartement,Vente,724424.09,78.38,2.0,,1.0,2024.0
ANO001117,2023-05-12,Beau Appartement Tanger,Tanger,,Appartement,Vente,2271572.52,81.58,1.0,1.0,4.0,2005.0
ANO000543,2024-06-15,Duplex moderne Tanger,Tanger,Centre Ville,Duplex,Location,6126.43,214.05,,,5.0,
ANO001140,2024-11-16,Beau Appartement Marrakech,Marrakech,Hivernage,Appartement,Vente,574936.3,52.68,1.0,1.0,3.0,2005.0
ANO001217,2024-04-24,Appartement moderne Fès,Fès,Medina,Appartement,Vente,643944.85,74.22,1.0,1.0,3.0,2006.0
ANO001361,2023-03-11,Appartement 67m² Anfa,Casablanca,Anfa,Appartement,Vente,626039.32,67.55,,1.0,1.0,2024.0
ANO000124,2023-03-28,Appartement 85m² Hivernage,Marrakech,Hivernage,Appartement,Vente,457238.83,85.61,1.0,1.0,,2013.0
ANO000615,2023-11-16,Appartement 87m² Malabata,Tanger,Malabata,Appartement,Vente,484153.01,87.32,3.0,1.0,2.0,2011.0
ANO000861,2023-01-18,Bureau moderne Oujda,Oujda,Hay Qods,Bureau,Vente,1348842.19,135.57,,0.0,6.0,2009.0
ANO000929,2024-07-17,Bureau 105m² Zouagha,FÈS,Zouagha,Bureau,Vente,1005118.83,105.92,0.0,0.0,,1988.0
ANO000208,2024-08-22,Beau Villa Agadir,Agadir,,Villa,Vente,6707202.54,400.56,4.0,2.0,0.0,2020.0
ANO000555,2023-10-12,Beau Appartement Marrakech,Marrakech,,Appartement,Vente,295377.41,69.8,3.0,2.0,5.0,2020.0
ANO000274,2023-08-31,Villa 208m² Kenitra,Kenitra,,Villa,Vente,2732740.19,208.62,4.0,2.0,0.0,2021.0
ANO000504,2024-12-30,Beau Appartement Fès,Fès,,Appartement,Location,2909.21,56.46,3.0,1.0,3.0,
ANO000046,2023-01-10,Beau Villa Oujda,Oujda,,Villa,Vente,8324901.61,187.34,6.0,4.0,0.0,2007.0
ANO000625,2023-08-18,Appartement 104m² Centre Ville,Tanger,Centre Ville,Appartement,Location,2052.14,104.49,3.0,2.0,2.0,2020.0
ANO000772,2024-12-08,Beau Villa Casablanca,Casablanca,Maarif,Villa,Location,9795.49,303.27,4.0,3.0,0.0,2006.0
ANO001267,2023-05-05,Villa moderne Kenitra,Kenitra,,Villa,Vente,1703320.65,168.73,4.0,3.0,0.0,1998.0
ANO001251,,Appartement 93m² Hay Riad,Rabat,Hay Riad,Appartement,Vente,479688.68,93.23,2.0,2.0,4.0,2018.0
ANO000221,2024-10-08,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,481160.56,71.33,2.0,2.0,4.0,2009.0
ANO000792,2024-04-17,Appartement 112m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,610213.93,112.93,3.0,1.0,,2021.0
ANO001049,2023-06-26,Appartement à vente - Casablanca,Casablanca,Anfa,Appartement,Vente,601871.55,96.75,2.0,2.0,,
ANO000342,2023-06-22,Bureau moderne Kenitra,Kenitra,,Bureau,Vente,2056908.14,189.1,0.0,0.0,2.0,2013.0
ANO001429,2024-07-15,Beau Appartement Tanger,tanger,Iberia,Appartement,Location,1826.04,90.08,,2.0,0.0,2006.0
ANO001074,2024-01-26,Beau Duplex Marrakech,Marrakech,Medina,Duplex,Vente,2232887.59,97.49,2.0,2.0,2.0,2016.0
ANO000380,2023-05-11,Appartement moderne Casablanca,Casablanca,Non spécifié,Appartement,Vente,402687.06,99.94,,1.0,0.0,2010.0
ANO000907,2024-05-10,Appartement 88m² Gueliz,Marrakech,Gueliz,Appartement,Vente,478917.29,88.09,1.0,1.0,4.0,2024.0
ANO001048,2024-09-24,Villa 242m² Non spécifié,Casablanca,Non spécifié,Villa,Vente,2809158.87,242.07,4.0,3.0,0.0,1990.0
ANO000622,2023-06-14,Beau Villa Tanger,Tanger,Iberia,Villa,Location,13508.81,354.35,3.0,1.0,0.0,1996.0
ANO001064,2024-08-09,Terrain moderne Meknès,Meknès,,,Vente,1348886.06,250.84,0.0,0.0,0.0,2015.0
ANO000761,2023-04-17,Appartement à location - Agadir,Agadir,Centre,Appartement,Location,5238.71,68.06,2.0,2.0,4.0,2019.0
ANO000047,2023-10-30,Appartement 54m² Casablanca,Casablanca,,Appartement,Vente,647622.07,54.23,3.0,2.0,4.0,2003.0
ANO000327,2024-03-20,Villa à vente - Tétouan,Tétouan,Centre,Villa,Vente,1408048.59,310.83,4.0,3.0,0.0,2016.0
ANO001057,2023-06-22,Terrain à location - Tanger,Tanger,,Terrain,Location,3084.05,250.08,0.0,0.0,0.0,2002.0
ANO000785,2023-02-24,Terrain moderne Tanger,Tanger,Iberia,Terrain,Vente,1005070.8,136.09,,0.0,,2019.0
ANO001250,,Appartement à vente - Casablanca,Casablanca,Californie,Appartement,Vente,571417.2,120.72,2.0,1.0,,1977.0
ANO000325,2023-10-22,Beau Terrain Agadir,Agadir,,Terrain,Vente,1052193.06,221.69,0.0,0.0,,2006.0
ANO000203,2023-05-02,Villa 150m² Iberia,Tanger,Iberia,Villa,Vente,1813105.4,150.43,,2.0,,1995.0
ANO001230,2024-10-16,Appartement moderne Oujda,Oujda,,Appartement,Vente,581773.04,116.88,3.0,1.0,0.0,2008.0
ANO000868,2023-02-20,Bureau 94m² Hassan,Rabat,Hassan,Bureau,Location,5791.54,94.59,0.0,0.0,3.0,1982.0
ANO001405,2024-09-28,Villa moderne Marrakech,Marrakech,Targa,Villa,Vente,2598921.89,101.25,4.0,2.0,0.0,
ANO001095,2023-02-28,Beau Terrain Kenitra,Kenitra,,Terrain,Location,617.14,405.17,0.0,0.0,0.0,1997.0
ANO000006,2024-01-26,Appartement moderne Tétouan,Tétouan,,,Vente,1775084.99,59.68,3.0,2.0,0.0,2012.0
ANO000296,2023-06-02,Duplex moderne Tétouan,Tétouan,M'diq,Duplex,Vente,2908024.4,179.2,2.0,2.0,1.0,2007.0
ANO001103,2023-11-20,Villa à vente - Meknès,Meknès,Ville Nouvelle,Villa,Vente,2466003.1,278.93,4.0,3.0,0.0,2024.0
ANO001331,2024-01-28,Appartement 73m² Oujda,Oujda,,Appartement,Vente,347298.04,73.22,2.0,1.0,2.0,1994.0
ANO001472,2024-04-08,Appartement 90m² Centre,Oujda,Centre,Appartement,Vente,250232.68,90.01,2.0,2.0,1.0,2014.0
ANO001066,2023-03-13,Bureau à vente - Meknès,Meknès,,Bureau,Vente,447995.99,148.51,0.0,0.0,2.0,1994.0
ANO000472,2024-03-05,Terrain à location - Oujda,Oujda,,Terrain,Location,5798.0,222.78,0.0,0.0,,2017.0
ANO001364,2023-12-28,Duplex 95m² Hivernage,Marrakech,Hivernage,Duplex,Vente,60000000.0,95.07,4.0,3.0,8.0,2021.0
ANO000762,2023-01-24,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,432260.14,73.39,2.0,1.0,4.0,2006.0
ANO000692,,Villa moderne Oujda,Oujda,Centre,Villa,Vente,6295973.56,200.59,4.0,2.0,0.0,2007.0
ANO000287,2023-12-14,Appartement à vente - Casablanca,Casablanca,Maarif,Appartement,,483733.23,100.82,3.0,1.0,6.0,2003.0
ANO000211,2024-09-05,Beau Villa Kenitra,Kenitra,Centre,Villa,Vente,1353767.69,372.36,,2.0,0.0,2008.0
ANO000199,2023-03-19,Beau Terrain Casablanca,Casablanca,Maarif,Terrain,Vente,1111261.98,238.8,0.0,0.0,0.0,1995.0
ANO001069,2024-06-08,Terrain à vente - Agadir,Agadir,Hay Mohammadi,Terrain,Vente,514305.09,218.76,0.0,0.0,0.0,2003.0
ANO001220,2023-10-14,Bureau 126m² Tanger,Tanger,,Bureau,Vente,365408.94,126.42,0.0,0.0,3.0,2024.0
ANO000261,2023-12-29,Terrain moderne Rabat,Rabat,Hay Riad,Terrain,Vente,853310.3,139.76,0.0,0.0,0.0,2005.0
ANO000798,2023-06-27,Terrain moderne Fès,Fès,Medina,Terrain,,521146.74,120.42,0.0,0.0,,1990.0
ANO001008,2023-09-22,Duplex à vente - Agadir,Agadir,Talborjt,Duplex,Vente,1522103.18,129.43,3.0,2.0,6.0,2019.0
ANO000169,2023-12-10,Villa à vente - Rabat,Rabat,Hassan,Villa,Vente,5024036.15,211.03,,3.0,0.0,1991.0
ANO001183,2024-08-24,Beau Villa Kenitra,kenitra,Centre,Villa,Vente,2543532.9,367.32,3.0,2.0,0.0,2001.0
ANO000334,,Appartement 119m² Marrakech,Marrakech,,Appartement,Vente,2229033.11,119.98,3.0,1.0,3.0,2017.0
ANO000614,2024-09-25,Villa moderne Tanger,Tanger,Centre Ville,Villa,Location,8383.77,239.72,6.0,,0.0,1994.0
ANO000650,2023-10-24,Bureau moderne Agadir,Agadir,Hay Mohammadi,Bureau,Vente,1188294.87,165.04,0.0,0.0,2.0,2009.0
ANO001088,2023-03-20,Beau Appartement Tétouan,tétouan,,Appartement,Location,2222.08,62.38,2.0,1.0,,2019.0
ANO000986,2024-04-26,Duplex 196m² Hay Qods,Oujda,Hay Qods,Duplex,Vente,2848417.92,196.61,3.0,2.0,1.0,2008.0
ANO001492,2024-04-24,Terrain 401m² Ville Nouvelle,Fès,Ville Nouvelle,Terrain,Vente,963266.11,401.5,0.0,0.0,0.0,2007.0
ANO001416,2024-02-04,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,5531.01,89.11,1.0,1.0,0.0,2024.0
ANO000339,2024-11-17,Beau Appartement Tétouan,Tétouan,Centre,Appartement,Vente,758315.66,89.95,1.0,1.0,3.0,2004.0
ANO000114,2024-01-20,Villa moderne Meknès,Meknès,,Villa,,5154413.17,184.22,3.0,1.0,0.0,2011.0
ANO000550,2024-11-23,Villa moderne Agadir,Agadir,Centre,Villa,Vente,2692865.0,344.99,6.0,4.0,,2024.0
ANO001454,2024-10-25,Beau Villa Oujda,Oujda,,Villa,Location,28081.32,274.59,4.0,3.0,0.0,2003.0
ANO001268,2023-12-12,Villa 152m² M'diq,Tétouan,M'diq,Villa,Vente,3599593.34,152.62,5.0,2.0,0.0,2011.0
ANO000819,2023-03-18,Appartement à vente - Marrakech,marrakech,Gueliz,Appartement,Vente,631846.25,122.18,1.0,1.0,2.0,2005.0
